iter	Logloss
275	0.3559782885
276	0.355750298
277	0.3555330445
278	0.3553206615
279	0.3550622553
280	0.3547975414
281	0.3544883879
282	0.3542259896
283	0.3538831509
284	0.3536893744
285	0.3533138326
286	0.3531033663
287	0.3528889833
288	0.3526802666
289	0.3524233369
290	0.3521781165
291	0.3519243266
292	0.3517127105
293	0.3514023791
294	0.3511085748
295	0.3508392042
296	0.3506335427
297	0.3504153995
298	0.3501721982
299	0.3498824397
300	0.3495857409
301	0.3492653902
302	0.3490560809
303	0.3487175069
304	0.348559888
305	0.3483541296
306	0.348168535
307	0.3479218798
308	0.3476982342
309	0.3473914725
310	0.3472337021
311	0.3469326858
312	0.3468219919
313	0.3465880253
314	0.3463523832
315	0.3460940692
316	0.3459006651
317	0.3456087499
318	0.3452972116
319	0.3450021969
320	0.3447073582
321	0.3444474479
322	0.3442990443
323	0.3440254864
324	0.3438218374
325	0.3435916686
326	0.3433839828
327	0.3431627235
328	0.3429114861
329	0.3425513856
330	0.342199079
331	0.341934396
332	0.341706923
333	0.3415198633
334	0.3412637956
335	0.341031223
336	0.3407844323
337	0.3406232231
338	0.3404224568
339	0.3401396487
340	0.3398826559
341	0.3395666496
342	0.3393327542
343	0.3391493429
344	0.3388523421
345	0.3386589529
346	0.3383692523
347	0.3381619993
348	0.3379454087
349	0.3376891598
350	0.3374340751
351	0.3371299282
352	0.3368878463
353	0.3366814523
354	0.3363265748
355	0.3361088614
356	0.3357599779
357	0.3355907807
358	0.3353192584
359	0.3351575727
360	0.3349888119
361	0.3347003493
362	0.3344700559
363	0.3342431497
364	0.3340340488
365	0.3338132901
366	0.3335500209
367	0.3332924821
368	0.3331022846
369	0.3328121605
370	0.3325366682
371	0.3322359211
372	0.3319834051
373	0.3318126172
374	0.3316824515
375	0.3314029494
376	0.3312324312
377	0.3310463674
378	0.3308388512
379	0.3305728494
380	0.3303404333
381	0.3301276123
382	0.3299158837
383	0.3295847551
384	0.3292882019
385	0.3290924718
386	0.3289206392
387	0.3286808869
388	0.3284481701
389	0.3282720117
390	0.3279796621
391	0.3277781542
392	0.3275511434
393	0.3272962356
394	0.3270291399
395	0.3268697899
396	0.3266325364
397	0.3263879796
398	0.326074206
399	0.3257987222
400	0.3256150592
401	0.3253731533
402	0.3251762948
403	0.3249441556
404	0.3246355994
405	0.3244265642
406	0.3242658107
407	0.3240399782
408	0.3237800108
409	0.3236137278
410	0.3234023178
411	0.3232790699
412	0.323049124
413	0.3228367876
414	0.322597977
415	0.3223865714
416	0.3221950269
417	0.3219868698
418	0.3217603326
419	0.3215302916
420	0.321483027
421	0.3212551195
422	0.3210020568
423	0.3208588702
424	0.3206269085
425	0.3204046671
426	0.3201709019
427	0.3199259834
428	0.3197347498
429	0.3194360155
430	0.3190879597
431	0.3189308271
432	0.3187771668
433	0.3185461301
434	0.3182441243
435	0.3180466967
436	0.3178210991
437	0.3175777817
438	0.3173176924
439	0.317168933
440	0.316953544
441	0.3167331793
442	0.3165562441
443	0.316349446
444	0.3160422196
445	0.315851526
446	0.3156919965
447	0.3153891758
448	0.3151419515
449	0.3148370639
450	0.3145258968
451	0.3143131452
452	0.3139777325
453	0.3136806927
454	0.3134649218
455	0.3133217863
456	0.3131188229
457	0.3128699814
458	0.312689204
459	0.3124496334
460	0.3122080989
461	0.3119654249
462	0.3117992885
463	0.3115225158
464	0.3113022882
465	0.3110860405
466	0.310798879
467	0.310487553
468	0.3102755092
469	0.3100268831
470	0.3097943642
471	0.3096246528
472	0.3093654249
473	0.3091027361
474	0.3088707881
475	0.3086715446
476	0.3084475412
477	0.3082084899
478	0.3080954569
479	0.3078206001
480	0.3075855563
481	0.3074026738
482	0.3071367291
483	0.3069380461
484	0.3067459469
485	0.3064357969
486	0.3062158515
487	0.3060111505
488	0.3057872647
489	0.3055064038
490	0.3052087684
491	0.3050186225
492	0.3048263972
493	0.3046450284
494	0.3043605531
495	0.3040380383
496	0.3037882893
497	0.3036277136
498	0.3033769373
499	0.3031427467
500	0.3028298979
501	0.3026121068
502	0.3023519313
503	0.3020798752
504	0.3018824795
505	0.3016391899
506	0.3013722077
507	0.3011445894
508	0.3009098562
509	0.3006283933
510	0.300385844
511	0.3002034662
512	0.3000118943
513	0.2998194214
514	0.2996955641
515	0.2994598224
516	0.2992105248
517	0.2990053127
518	0.2987141777
519	0.298417088
520	0.2981580777
521	0.2979028313
522	0.2976240955
523	0.2974172491
524	0.2971432962
525	0.2970152386
526	0.2967404352
527	0.2965633004
528	0.2962740112
529	0.296012359
530	0.2957465285
531	0.2954872296
532	0.2952308444
533	0.2949838678
534	0.2948434621
535	0.2946783913
536	0.2944084866
537	0.2941099732
538	0.2939478034
539	0.293732435
540	0.2935362548
541	0.2933264668
542	0.2931263561
543	0.2928744131
544	0.2926934411
545	0.2923576194
546	0.2921353727
547	0.2919169418
548	0.2917050102
549	0.2915100701
550	0.2912319946
551	0.2910619314
552	0.2908571405
553	0.2906216358
554	0.2903224404
555	0.2901440419
556	0.2898081525
557	0.2895256548
558	0.2893165797
559	0.2890612187
560	0.2888225975
561	0.2886805652
562	0.2883923089
563	0.2881406159
564	0.2878786178
565	0.2875907786
566	0.2873429112
567	0.2871869269
568	0.2869366737
569	0.2866590003
570	0.2863981763
571	0.2861425352
572	0.2858914179
573	0.2856798137
574	0.2854179927
575	0.2850901109
576	0.284844771
577	0.2845937819
578	0.28435863
579	0.284149963
580	0.2838629098
581	0.2837038341
582	0.2835154464
583	0.2832754229
584	0.2829874134
585	0.2826384506
586	0.2823477881
587	0.2821419652
588	0.2819519303
589	0.2816539642
590	0.2814055266
591	0.2812405985
592	0.2810018646
593	0.2807624805
594	0.2805150079
595	0.2802506213
596	0.2801178693
597	0.2798834424
598	0.2796463134
599	0.2793652276
600	0.2791179293
601	0.2788609072
602	0.2786082395
603	0.2783786327
604	0.2782484138
605	0.278110823
606	0.2778609027
607	0.2776727577
608	0.2774447557
609	0.2772244237
610	0.2770119352
611	0.2767869761
612	0.2765674594
613	0.2764172583
614	0.2761916467
615	0.2760081631
616	0.2757464753
617	0.2754796864
618	0.2752363399
619	0.2750028094
620	0.2747568168
621	0.274523016
622	0.2743617927
623	0.274253721
624	0.2740161997
625	0.2737765002
626	0.2735483401
627	0.2732757281
628	0.2730536524
629	0.2728004529
630	0.2725835055
631	0.2723377165
632	0.2720719871
633	0.2718442369
634	0.2716378048
635	0.2714723024
636	0.2712524318
637	0.2711295577
638	0.270910384
639	0.270714813
640	0.2704290817
641	0.2701767846
642	0.2699193808
643	0.2697269452
644	0.2694690554
645	0.2693331849
646	0.2691275788
647	0.2688942697
648	0.2685959146
649	0.2682798163
650	0.2680171315
651	0.2677573897
652	0.2674777589
653	0.2672048194
654	0.2669461259
655	0.266719163
656	0.2664789345
657	0.2662402341
658	0.2660022231
659	0.2657793666
660	0.265579539
661	0.2654906108
662	0.2653099552
663	0.265095936
664	0.2649317419
665	0.2646952088
666	0.2645152265
667	0.2642851148
668	0.2640677667
669	0.2639465608
670	0.2637472358
671	0.2635224966
672	0.2633000837
673	0.2630788598
674	0.2629983048
675	0.2628640372
676	0.2626688584
677	0.262523305
678	0.2623562275
679	0.2621460243
680	0.2618879417
681	0.2616715065
682	0.2614628217
683	0.2612505714
684	0.2610404232
685	0.2608618089
686	0.260678955
687	0.2604144687
688	0.2602301474
689	0.2599826873
690	0.2598614067
691	0.2596450627
692	0.2594119952
693	0.2592026073
694	0.2589491254
695	0.258700676
696	0.2584455405
697	0.2581697784
698	0.2579994374
699	0.2577884884
700	0.257598153
701	0.2574129598
702	0.2571706868
703	0.2569526766
704	0.2567135856
705	0.2565134186
706	0.2563750403
707	0.2561585558
708	0.2559180989
709	0.255770006
710	0.2555724011
711	0.2553970297
712	0.2551877417
713	0.2550347605
714	0.2548078412
715	0.2546149163
716	0.2544141598
717	0.2541683764
718	0.2540437459
719	0.2538260431
720	0.2536605016
721	0.2534489154
722	0.2532164352
723	0.2529743816
724	0.2527903237
725	0.2525483505
726	0.2523218439
727	0.2520655537
728	0.2519199576
729	0.251708746
730	0.2514767893
731	0.2512486859
732	0.2510639227
733	0.2509325061
734	0.2507214799
735	0.2505456353
736	0.2503373719
737	0.2501441956
738	0.2500390955
739	0.249853872
740	0.2496710399
741	0.2495290043
742	0.2493330431
743	0.2491848445
744	0.2490040787
745	0.248787887
746	0.2486459033
747	0.2485176006
748	0.2483435042
749	0.2481413667
750	0.2479910905
751	0.2478121265
752	0.2476987655
753	0.2474829922
754	0.2472442598
755	0.2470584228
756	0.2468507195
757	0.2467348419
758	0.2465414962
759	0.2463847188
760	0.246243203
761	0.2460791278
762	0.2459057998
763	0.2457668061
764	0.2456264106
765	0.2453910533
766	0.2451897044
767	0.2450166974
768	0.2448085856
769	0.2446203415
770	0.2444180192
771	0.2442671254
772	0.2440830667
773	0.2439798783
774	0.2437571624
775	0.2436101962
776	0.2434550833
777	0.2432574834
778	0.2431057359
779	0.2429454926
780	0.2427298847
781	0.2425433951
782	0.242440225
783	0.2422207556
784	0.2420219157
785	0.2419018847
786	0.2417210803
787	0.2415371804
788	0.241338974
789	0.2411416363
790	0.2409794248
791	0.2407410753
792	0.2405421246
793	0.2403520288
794	0.2401412583
795	0.2399574545
796	0.2397664136
797	0.2395821316
798	0.2393492552
799	0.2391973005
800	0.238986242
801	0.2387598534
802	0.2384991847
803	0.238311043
804	0.2380667202
805	0.2378918957
806	0.237722495
807	0.2376198163
808	0.2374651858
809	0.2373068995
810	0.2371203175
811	0.2369376694
812	0.2368087693
813	0.2367040121
814	0.2366307117
815	0.2365166141
816	0.2363206366
817	0.2361637188
818	0.2359574875
819	0.2358182724
820	0.2356147139
821	0.23543629
822	0.2353209395
823	0.2351941219
824	0.2350017746
825	0.234821361
826	0.234703583
827	0.2345492925
828	0.2343609204
829	0.2341515546
830	0.2340437988
831	0.233867568
832	0.2336693809
833	0.2334745972
834	0.2332764525
835	0.2330896839
836	0.2329222087
837	0.2326989527
838	0.2325078251
839	0.2323443721
840	0.2321897691
841	0.23199984
842	0.2317640727
843	0.2316122149
844	0.2314249327
845	0.2313097394
846	0.2311351343
847	0.2309720014
848	0.2307462445
849	0.2305277055
850	0.2304342749
851	0.2302289398
852	0.230029549
853	0.2299345008
854	0.2298058518
855	0.2296746795
856	0.2295295779
857	0.2293555358
858	0.2292420454
859	0.2290774211
860	0.2288040557
861	0.2286441816
862	0.2284650547
863	0.2283311217
864	0.2281715566
865	0.2280211187
866	0.2278481961
867	0.2277452072
868	0.2275556933
869	0.2273745855
870	0.2271812969
871	0.2270047117
872	0.2268522868
873	0.2267123328
874	0.2265075079
875	0.2262936815
876	0.2261719189
877	0.2260114476
878	0.2258187528
879	0.2256633777
880	0.2255078914
881	0.2253358667
882	0.2251737365
883	0.2250176041
884	0.2248487045
885	0.2245963714
886	0.2243808425
887	0.2242872031
888	0.2241186407
889	0.2239481663
890	0.2237149264
891	0.223547813
892	0.2234457118
893	0.2232942812
894	0.2231653618
895	0.2229732946
896	0.2228388604
897	0.2226121246
898	0.2225134217
899	0.2223616512
900	0.2222072028
901	0.2220249045
902	0.2219204419
903	0.2217504506
904	0.2216204514
905	0.2214752219
906	0.2212454793
907	0.2210964202
908	0.2209406844
909	0.2207684419
910	0.2206425925
911	0.2205294846
912	0.2204135463
913	0.2202362197
914	0.2200758786
915	0.2198940862
916	0.219721478
917	0.2195002743
918	0.2193604395
919	0.2192897209
920	0.2191645309
921	0.2190093086
922	0.2188657606
923	0.2187307869
924	0.218564065
925	0.2184750456
926	0.218351677
927	0.2182328355
928	0.2181037228
929	0.2179267556
930	0.2177483823
931	0.2175357079
932	0.2173904862
933	0.217273275
934	0.2171543253
935	0.2170654716
936	0.2168577189
937	0.216767377
938	0.2166598404
939	0.2165097944
940	0.2163012388
941	0.2160775071
942	0.2159159301
943	0.2157936651
944	0.2156852187
945	0.2154902751
946	0.2152930816
947	0.2151612956
948	0.2150186098
949	0.2148374697
950	0.2146850991
951	0.2145813638
952	0.2144336032
953	0.214341353
954	0.2141605326
955	0.2140000405
956	0.2137949325
957	0.2135756515
958	0.2134102535
959	0.21327924
960	0.2131267244
961	0.2129515125
962	0.2128615914
963	0.2126683035
964	0.2124892925
965	0.212347261
966	0.2122047577
967	0.212056566
968	0.2118829791
969	0.2117046451
970	0.2115486557
971	0.2113949016
972	0.2112604932
973	0.2111586204
974	0.2110189213
975	0.2109552606
976	0.2107794141
977	0.2105849633
978	0.2104534955
979	0.2103149941
980	0.2101451229
981	0.2100091554
982	0.2099334291
983	0.2097729097
984	0.2096420791
985	0.209498886
986	0.2093402377
987	0.2092445564
988	0.2090951313
989	0.209030167
990	0.2089304173
991	0.2087805129
992	0.2086395261
993	0.2084484578
994	0.2083305985
995	0.2082102185
996	0.2080814774
997	0.2079268163
998	0.2077526258
999	0.2075753874
